Papel,Cota��o,P/L,P/VP,PSR,Div.Yield,P/Ativo,P/Cap.Giro,P/EBIT,P/Ativ Circ.Liq,EV/EBIT,EV/EBITDA,Mrg Ebit,Mrg. L�q.,Liq. Corr.,ROIC,ROE,Liq.2meses,Patrim. L�q,D�v.Brut/ Patrim.,Cresc. Rec.5a
LVTC3,389,6219,039,0300,"0,00%",178,072,133,-134,093,045,"22,47%","0,48%",255,"15,41%","0,62%","59.649,70","650.378.000,00",000,"-12,24%"
MYPK4,3179,6525,119,0335,"0,00%",320,175,572,-150,1053,679,"5,85%","1,21%",159,"7,94%","1,82%",000,"4.116.400.000,00",154,"15,79%"
PRGA4,7500,6795,801,2232,"0,00%",2042,1397,2947,-794,3189,1784,"7,57%","3,86%",145,"11,93%","11,79%",000,"15.753.800.000,00",142,"11,97%"
BEEF3,795,6823,721,0172,"0,00%",139,037,232,-47,691,548,"7,42%","0,25%",222,"14,75%","10,57%","48.919.400,00","669.700.000,00",3895,"11,96%"
BRIV4,1254,7008,066,0000,"2,61%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","0,95%",000,"1.671.490.000,00",000,"-44,72%"
DAGB33,37500,7175,160,0640,"0,00%",510,1524,1187,-127,1935,3065,"5,39%","1,67%",117,"4,96%","2,24%",000,"12.597.300.000,00",118,"32,08%"
BRIV3,1286,7186,068,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","0,95%",000,"1.671.490.000,00",000,"-44,72%"
CTPC3,020,7636,108,0000,"0,00%",97,000,-1686,0,-1875,-1875,"0,00%","0,00%",0,"0,00%","1,41%",000,"2.411.000,00",000,"-6,10%"
MSPA4,3630,7755,028,1495,"0,88%",163,577,-1013,-49,-1521,3831,"-14,76%","1,93%",155,"-1,68%","0,36%","1.129,33","833.010.000,00",019,"13,30%"
MNPR4,463,8037,-010,0097,"0,00%",99,-009,072,-7,072,060,"13,37%","0,12%",33,"14,43%","-0,13%",000,"-326.805.000,00",000,"10,32%"
RLOG3,2308,8276,426,1534,"0,00%",229,149,532,-50,1243,668,"28,85%","7,07%",264,"5,36%","5,15%",000,"2.507.240.000,00",908,"8,76%"
MSPA3,4200,8973,032,1730,"0,69%",189,667,-1172,-57,-1680,4232,"-14,76%","1,93%",155,"-1,68%","0,36%","8.064,00","833.010.000,00",019,"13,30%"
CASN3,1045,9323,514,6130,"0,11%",2167,15181,2952,-511,3448,2258,"20,77%","6,57%",110,"7,91%","5,51%",000,"2.115.430.000,00",099,"7,66%"
CSAB4,4897,9381,178,501453,"0,00%",909,000,3028,0,000,000,"1.656,27%","534,53%",0,"0,00%","1,89%",000,"211.654.000,00",000,"-17,83%"
SUZB6,1788,10082,056,0561,"0,00%",148,097,211,-31,836,483,"26,60%","0,60%",248,"8,47%","0,55%",000,"40.494.900.000,00",219,"10,98%"
HGTX3,3750,10199,357,4178,"0,00%",2480,750,10587,993,10677,4250,"3,95%","4,10%",247,"3,00%","3,51%",000,"1.704.940.000,00",012,"-4,62%"
PQUN3,1544,10431,188,0545,"0,00%",523,757,1950,-97,4025,4025,"2,80%","0,52%",161,"3,02%","1,81%",000,"858.692.000,00",228,"5,19%"
PQUN4,1544,10431,188,0545,"0,00%",523,757,1950,-97,4025,4025,"2,80%","0,52%",161,"3,02%","1,81%",000,"858.692.000,00",228,"5,19%"
SUZA4,1390,10813,021,0060,"0,00%",16,010,022,-3,647,374,"26,60%","0,52%",249,"8,47%","0,19%",000,"11.709.200.000,00",757,"14,45%"
TMAR6,4201,11259,071,0519,"0,00%",181,149,404,-50,829,321,"12,84%","-0,42%",162,"5,78%","0,63%",000,"20.448.500.000,00",138,"14,80%"
TMAR5,4267,11435,072,0527,"0,00%",184,151,410,-51,835,324,"12,84%","-0,42%",162,"5,78%","0,63%",000,"20.448.500.000,00",138,"14,80%"
SUZB5,2113,11915,066,0663,"0,00%",174,114,249,-36,875,505,"26,60%","0,60%",248,"8,47%","0,55%",000,"40.494.900.000,00",219,"10,98%"
ROMI4,18500,11938,1440,14819,"0,00%",7272,2313,21253,6161,21793,12847,"6,97%","12,46%",206,"4,13%","12,06%",000,"1.196.710.000,00",062,"9,32%"
NETC3,3850,12310,212,1290,"0,00%",1074,-3302,1082,-296,1215,527,"11,93%","1,55%",80,"10,95%","1,72%",000,"6.812.390.000,00",028,"66,63%"
NETC4,4000,12789,220,1340,"0,00%",1116,-3431,1124,-308,1257,545,"11,93%","1,55%",80,"10,95%","1,72%",000,"6.812.390.000,00",028,"66,63%"
VSTE3,1326,13182,145,1381,"0,36%",908,697,3806,-1661,4481,822,"3,63%","1,05%",169,"2,65%","1,10%","192.035,00","1.043.180.000,00",030,"14,05%"
MLFT4,2239,13984,1133,40307,"0,00%",5585,2705,7498,-2971,7778,6051,"53,75%","28,99%",284,"10,19%","8,10%",000,"4.159.620.000,00",096,"15,74%"
TMAR3,6200,16616,104,0765,"0,00%",268,220,596,-74,1021,396,"12,84%","-0,42%",162,"5,78%","0,63%",000,"20.448.500.000,00",138,"14,80%"
LOGN3,3657,19247,418,1552,"0,00%",1058,1865,1844,-219,2493,1168,"8,42%","0,81%",127,"6,36%","2,17%","721.780,00","938.454.000,00",178,"25,86%"
BIDI3,340,22551,106,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","0,47%",000,"8.348.550.000,00",000,"37,00%"
BIDI4,341,22617,106,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","0,47%",000,"8.348.550.000,00",000,"37,00%"
BIDI11,1040,22993,108,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","0,47%",000,"8.348.550.000,00",000,"37,00%"
MNPR3,1512,26247,-033,0316,"0,00%",323,-028,237,-23,236,199,"13,37%","0,12%",33,"14,43%","-0,13%","49.654,30","-326.805.000,00",000,"10,32%"
ELEV3,2430,31239,322,0688,"0,00%",954,575,3719,-518,5141,5141,"1,85%","0,27%",147,"3,01%","1,03%",000,"489.356.000,00",135,"3,69%"
SUZB3,5608,31622,175,1760,"2,17%",463,303,662,-97,1287,743,"26,60%","0,60%",248,"8,47%","0,55%","450.102.000,00","40.494.900.000,00",219,"10,98%"
MRFG3,1456,34611,234,0097,"0,00%",95,113,343,-23,1366,496,"2,84%","0,32%",126,"3,92%","0,68%","69.883.800,00","5.642.440.000,00",1087,"25,75%"
RHDS4,100,36345,2950,4977,"0,00%",7182,-59356,6811,-2455,7132,5372,"7,31%","1,17%",97,"11,80%","8,12%",000,"272.045.000,00",149,"4,38%"
CALI3,2600,36371,341,1507,"2,38%",435,394,-910,-69,-1295,-1443,"-16,57%","0,41%",187,"-5,01%","0,94%",17333,"28.348.000,00",168,"62,36%"
PRBC4,1454,58362,3723,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","6,38%",000,"1.272.210.000,00",000,"-8,19%"
CEPE5,4012,59869,184,0358,"0,00%",217,1179,255,-34,924,677,"14,04%","0,06%",108,"9,34%","0,31%",000,"1.624.000.000,00",520,"1,81%"
UBBR4,749,61027,199,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","0,33%",000,"10.317.200.000,00",000,"10,58%"
CEPE6,4300,64166,198,0384,"0,00%",232,1263,274,-37,942,690,"14,04%","0,06%",108,"9,34%","0,31%",000,"1.624.000.000,00",520,"1,81%"
CALI4,5000,69944,656,2898,"0,00%",836,757,-1749,-132,-2135,-2379,"-16,57%","0,41%",187,"-5,01%","0,94%",000,"28.348.000,00",168,"62,36%"
GUAR4,15100,76106,1475,8249,"0,00%",5639,2411,13820,62939,13986,6352,"5,97%","1,08%",160,"5,19%","1,94%",000,"5.108.980.000,00",052,"8,65%"
UBBR11,1475,"1.201,81",391,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","0,33%",000,"10.317.200.000,00",000,"10,58%"
UBBR3,1800,"1.466,61",477,0000,"0,00%",0,000,000,0,000,000,"0,00%","0,00%",0,"0,00%","0,33%",000,"10.317.200.000,00",000,"10,58%"
CEPE3,12800,"1.910,07",588,1143,"0,00%",691,3760,814,-110,1483,1086,"14,04%","0,06%",108,"9,34%","0,31%",000,"1.624.000.000,00",520,"1,81%"
SEER3,625,"2.852,88",065,0427,"0,00%",229,401,302,-60,532,291,"14,14%","0,01%",127,"8,45%","0,02%","2.664.490,00","1.240.840.000,00",075,"11,26%"
SHOW3,120,"3.235,82",049,0165,"0,00%",180,296,338,-169,305,254,"4,89%","-0,04%",113,"9,16%","0,02%","273.903,00","164.583.000,00",049,"79,20%"
LWSA3,480,"4.367,46",099,2150,"0,00%",701,809,3012,1269,2494,1085,"7,14%","0,05%",133,"2,72%","0,02%","29.972.700,00","2.891.700.000,00",003,"34,46%"
